Fornitore;TipoDocumento;NumeroDocumento;Data;ImportoTotale;TotNetto;Riga;Cod.articolo;Descrizione;Prezzo Unit.;Quantita;TotLordo;Sconti;Tot. Netto;Iva
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;69.37;3;9788873340089;Daneri COMPITI DI MAT. PER SCOPRIRE;3.7;39;144.3;54;Û 69,37;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;33.8;4;9788873340096;Daneri COMPITI DI MAT. PER APPROFONDIRE;3.7;19;70.3;54;Û 33,80;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;138.74;5;9788873340102;Daneri COMPITI DI MAT. PER POTENZIARE;3.7;78;288.6;54;Û 138,74;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;1.78;6;9788873340164;Gandolfi COMPITI LING. IT. PER INIZIARE;3.7;1;3.7;54;Û 1,78;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;138.74;7;9788873340171;Gandolfi COMPITI LING. IT. PER PROGREDIRE;3.7;78;288.6;54;Û 138,74;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;60.48;8;9788873340188;Gandolfi COMPITI LING. IT. PER SCOPRIRE;3.7;34;125.8;54;Û 60,48;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;72.93;9;9788873340195;Gandolfi COMPITI LING. IT. PER APPROFONDIRE;3.7;41;151.7;54;Û 72,93;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;136.98;10;9788873340201;Gandolfi COMPITI LING. IT. PER POTENZIARE;3.7;77;284.9;54;Û 136,98;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;14.23;11;9788873340218;Gandolfi PRIMI PASSI nella lingua italiana;3.7;8;29.6;54;Û 14,23;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;64.9;12;9788873340256;aa.vv. LAB. MATEMATICA + PERCORSO 1¡ LIV.;25;5;125;50;Û 64,90;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;98.65;13;9788873340508;aa.vv. LAB. MATEMATICA + PERCORSO 2¡ LIV.;38;5;190;50;Û 98,65;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;51.92;14;9788873340829;aa.vv. LAB. MATEMATICA + PERCORSO 3¡ LIV.;25;4;100;50;Û 51,92;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;24.4;15;9788873341277;Gandolfi VALUTAZIONE scuola primaria;23.5;2;47;50;Û 24,40;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;20.77;16;9788873340263;Rampoldi IL CLUB DI LEONARDO PER INIZIARE;4.8;9;43.2;54;Û 20,77;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;10.19;17;9788873340270;Rampoldi IL CLUB DI LEONARDO PER PROGREDIRE;5.3;4;21.2;54;Û 10,19;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;7.64;18;9788873340287;Rampoldi IL CLUB DI LEONARDO PER SCOPRIRE;5.3;3;15.9;54;Û 7,64;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;20.87;19;9788873340294;Rampoldi IL CLUB DI LEONARDO PER APPROFONDIRE;6.2;7;43.4;54;Û 20,87;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;32.79;20;9788873340300;Rampoldi IL CLUB DI LEONARDO PER POTENZIARE;6.2;11;68.2;54;Û 32,79;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;38.94;21;9788873340317;aa.vv. LABORATORIO PER LE ATTIVITA' MOTORIE;25;3;75;50;Û 38,94;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;11.92;22;9788873340379;aa.vv. BUONO A SAPERSI! PER INIZIARE;6.2;4;24.8;54;Û 11,92;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;11.92;23;9788873340386;aa.vv. BUONO A SAPERSI! PER PROGREDIRE;6.2;4;24.8;54;Û 11,92;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;11.92;24;9788873340393;aa.vv. BUONO A SAPERSI! PER SCOPRIRE;6.2;4;24.8;54;Û 11,92;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;15.87;25;9788873340409;aa.vv. BUONO A SAPERSI! PER APPROFONDIRE;6.6;5;33;54;Û 15,87;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;9.52;26;9788873340416;aa.vv. BUONO A SAPERSI! PER POTENZIARE;6.6;3;19.8;54;Û 9,52;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;11.42;27;9788873340447;aa.vv. PAROLE PER IL MONDO - TUTTI A SCUOLA;5.5;4;22;50;Û 11,42;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;5.71;28;9788873340454;aa.vv. PAROLE PER IL MONDO - LA CASA;5.5;2;11;50;Û 5,71;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;11.42;29;9788873340478;aa.vv. PAROLE PER IL MONDO - MI PIACE...;5.5;4;22;50;Û 11,42;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;11.42;30;9788873340485;aa.vv. PAROLE PER IL MONDO - L'AMBIENTE;5.5;4;22;50;Û 11,42;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;31.2;31;9788873340614;Valerio COME Si scrive PER INIZIARE;5.9;11;64.9;54;Û 31,20;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;17.02;32;9788873340621;Valerio COME Si scrive PER PROGREDIRE;5.9;6;35.4;54;Û 17,02;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;14.18;33;9788873340645;Valerio COME Si scrive PER APPROFONDIRE;5.9;5;29.5;54;Û 14,18;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;60.58;34;9788873340669;Gandolfi CON PAROLE MIE;14;9;126;54;Û 60,58;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;17.02;35;9788873340836;Pagano COME Si conta PER INIZIARE;5.9;6;35.4;54;Û 17,02;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;22.69;36;9788873340843;Pagano COME Si conta PER PROGREDIRE;5.9;8;47.2;54;Û 22,69;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;19.86;37;9788873340867;Pagano COME Si conta PER APPROFONDIRE;5.9;7;41.3;54;Û 19,86;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;6.75;38;9788873340683;aa.vv. RISORSE-IMPARO CON L'ARTEsegno e disegno;6.5;2;13;50;Û 6,75;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;19.99;39;9788873340706;aa.vv. RISORSE-ALLE ORIGINI DELLA MUSICA;5.5;7;38.5;50;Û 19,99;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;8.57;40;9788873340713;aa.vv. RISORSE-PRIMA POESIA;5.5;3;16.5;50;Û 8,57;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;6.75;41;9788873340720;aa.vv. RISORSE-IMPARO CON L'ARTE il colore;6.5;2;13;50;Û 6,75;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;14.28;42;9788873340744;aa.vv. RISORSE-FACCIAMO TEATRO le ombre;5.5;5;27.5;50;Û 14,28;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;2.86;43;9788873340751;aa.vv. RISORSE-USARE IL DIZIONARIO;5.5;1;5.5;50;Û 2,86;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;5.71;44;9788873340881;aa.vv. RISORSE-VIVERE IN MESOPOTAMIA;5.5;2;11;50;Û 5,71;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;8.57;45;9788873340898;aa.vv. RISORSE-LA SCATOLA DELLE MERAVIGLIE;5.5;3;16.5;50;Û 8,57;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;5.71;46;9788873340911;aa.vv. RISORSE-PAROLE IN FORMA DI POESIA;5.5;2;11;50;Û 5,71;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;5.71;47;9788873341147;aa.vv. RISORSE-PRIMI NUMERI E CALCOLI;5.5;2;11;50;Û 5,71;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;14.28;48;9788873341529;aa.vv. RISORSE-LA STORIA PERSONALE;5.5;5;27.5;50;Û 14,28;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;6.75;49;9788873341536;aa.vv. RISORSE-ARTE e ARTISTI Wassily Kandinsky;6.5;2;13;50;Û 6,75;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;14.28;50;9788873341567;aa.vv. RISORSE-ALIMENTAZIONE;5.5;5;27.5;50;Û 14,28;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;6.75;51;9788873342144;aa.vv. RISORSE-DAL FROTTAGE ALLA STAMPA;6.5;2;13;50;Û 6,75;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;5.19;52;9788873342731;aa.vv. RISORSE-LABORATORIO CITTADINANZA+quad;10;1;10;50;Û 5,19;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;7.27;53;9788873342809;aa.vv. QUADERNO DELLA CITTADINANZA;3.5;4;14;50;Û 7,27;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;18.69;54;9788873341093;Ventrella IMPARARE FACILE - P.E.I. e appr.predisc.;18;2;36;50;Û 18,69;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;77.88;55;9788873341109;Ventrella IMPARARE FACILE - Lingua italiana;30;5;150;50;Û 77,88;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;93.46;56;9788873341116;Ventrella IMPARARE FACILE - Matematica;30;6;180;50;Û 93,46;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;77.88;57;9788873342663;Ventrella IMPARARE FACILE-Lingua Italiana 2¡ liv;30;5;150;50;Û 77,88;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;72.69;58;9788873342106;Ventrella IMPARARE FACILE - Matematica 2¡ liv.;35;4;140;50;Û 72,69;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;16.62;59;9788873342779;Ventrella IMPARARE FACILE-Lingua Italiana 3¡ liv.;32;1;32;50;Û 16,62;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;5.71;60;9788873341048;Ventrella PER COMINCIARE;5.5;2;11;50;Û 5,71;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;4.15;61;9788873342649;Ventrella IMPARO L'ITALIANO Libro C;8;1;8;50;Û 4,15;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;8.83;62;9788873342786;Ventrella IMPARO L'ITALIANO Libro E;8.5;2;17;50;Û 8,83;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;26.48;63;9788873342793;Ventrella IMPARO L'ITALIANO Libro F;8.5;6;51;50;Û 26,48;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;26.48;64;9788873342113;Ventrella IMPARO LA MATEMATICA Libro C;8.5;6;51;50;Û 26,48;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;31.15;65;9788873342120;Ventrella IMPARO LA MATEMATICA Libro D;7.5;8;60;50;Û 31,15;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;31.15;66;9788873342137;Ventrella IMPARO LA MATEMATICA Libro E;7.5;8;60;50;Û 31,15;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;17.13;67;9788873341130;aa.vv. GUIDAGENDA cl 1¡- Il diario settimanale;33;1;33;50;Û 17,13;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;51.92;68;9788873341123;aa.vv. GUIDAGENDA cl 1¡- Lo schedario operativo;50;2;100;50;Û 51,92;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;34.27;69;9788873341246;aa.vv. GUIDAGENDA cl 2¡- Il diario settimanale;33;2;66;50;Û 34,27;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;51.92;70;9788873341239;aa.vv. GUIDAGENDA cl 2¡- Lo schedario operativo;50;2;100;50;Û 51,92;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;31.15;71;9788873341451;aa.vv. GUIDAGENDA cl 4¡- Schedario operativo B;30;2;60;50;Û 31,15;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;68.54;72;9788873341468;aa.vv. GUIDAGENDA cl 4¡ - Il diario settimanale;44;3;132;50;Û 68,54;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;20.77;73;9788873341758;aa.vv. GUIDAGENDA cl 5¡- Schedario operativo A;40;1;40;50;Û 20,77;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;31.15;74;9788873341765;aa.vv. GUIDAGENDA cl 5¡- Schedario operativo B;30;2;60;50;Û 31,15;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;45.69;75;9788873341772;aa.vv. GUIDAGENDA cl 5¡ - Il diario settimanale;44;2;88;50;Û 45,69;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;41.54;76;9788873342625;aa.vv. GUIDAGENDA CLIL CL. 4;20;4;80;50;Û 41,54;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;31.15;77;9788873342724;aa.vv. GUIDAGENDA CLIL CL. 5;20;3;60;50;Û 31,15;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;88.27;78;9788873343165;aa.vv. LA GUIDAGENDA - CODING;34;5;170;50;Û 88,27;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;249.24;79;9788873342694;Grenzi CAA_Guida didattica+quaderno;30;16;480;50;Û 249,24;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;177.58;80;9788873342878;Grenzi CAA-Il mio primo quaderno;18;19;342;50;Û 177,58;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;7.21;81;9788873341161;Valerio 10 AMICI E TANTE STORIE- PRIME LETTURE;3;5;15;54;Û 7,21;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;22.5;82;9788873341192;aa.vv. 10 AMICI E UN'AVVENTURA - PER SCOPRIRE;7.8;6;46.8;54;Û 22,50;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;13.5;83;9788873341482;aa.vv. LA CICALA E LA FORMICA 2;13;2;26;50;Û 13,50;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;13.5;84;9788873341499;aa.vv. LA CICALA E LA FORMICA 3;13;2;26;50;Û 13,50;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;27;85;9788873341505;aa.vv. LA CICALA E LA FORMICA 4;13;4;52;50;Û 27,00;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;27;86;9788873341512;aa.vv. LA CICALA E LA FORMICA 5;13;4;52;50;Û 27,00;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;10.38;87;9788873341581;aa.vv. COMPITI PER L'ESTATE-ITALIANO 1+narr.;4;5;20;50;Û 10,38;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;4.15;88;9788873341598;aa.vv. COMPITI PER L'ESTATE-ITALIANO 2+narr.;4;2;8;50;Û 4,15;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;2.08;89;9788873341604;aa.vv. COMPITI PER L'ESTATE-ITALIANO 3+narr.;4;1;4;50;Û 2,08;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;4.15;90;9788873341628;aa.vv. COMPITI PER L'ESTATE-MATEMATICA 1+narr.;4;2;8;50;Û 4,15;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;6.23;91;9788873341635;aa.vv. COMPITI PER L'ESTATE-MATEMATICA 2+narr.;4;3;12;50;Û 6,23;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;0.26;92;9788873341703;aa.vv. BAOBAB 1 cartellina;0.5;1;0.5;50;Û 0,26;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;0.26;93;9788873341727;aa.vv. BAOBAB 3 cartellina;0.5;1;0.5;50;Û 0,26;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;391.72;94;9788873343103;aa.vv. PASS SCUOLA SECONDARIA;8.2;92;754.4;50;Û 391,72;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;246.96;95;9788873342748;aa.vv. SOTTO QUESTO SOLE CL. 1 + narr;8.2;58;475.6;50;Û 246,96;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;212.87;96;9788873342755;aa.vv. SOTTO QUESTO SOLE CL. 2 + narr;8.2;50;410;50;Û 212,87;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;225.67;97;9788873342762;aa.vv. SOTTO QUESTO SOLE CL. 3 + narr;8.2;53;434.6;50;Û 225,67;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;527.97;98;9788873342885;aa.vv. SOTTO QUESTO SOLE CL. 4 + narr;8.2;124;1016.8;50;Û 527,97;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;11.78;99;9788873340980;Kipling BRUCHI-STORIE ELEFANTE E CAMMELLO;4.9;5;24.5;54;Û 11,78;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;11.78;100;9788873340997;Esopo BRUCHI-FAVOLE A CATENA;4.9;5;24.5;54;Û 11,78;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;11.78;101;9788873341000;Giacone BRUCHI-MITI E LEGGENDE Origini del Mondo;4.9;5;24.5;54;Û 11,78;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;7.07;102;9788873341017;Vamba BRUCHI-LE AVVENTURE DI GIAN BURRASCA;4.9;3;14.7;54;Û 7,07;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;11.78;103;9788873341024;Defoe BRUCHI-L'ISOLA DI ROBINSON;4.9;5;24.5;54;Û 11,78;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;162.51;104;9788873341826;Valerio MISSIONE-ITALIANO per iniziare;5.2;65;338;54;Û 162,51;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;5;105;9788873341840;Valerio MISSIONE-ITALIANO per scoprire;5.2;2;10.4;54;Û 5,00;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;160.95;106;9788873341864;Papeschi MISSIONE-ITALIANO per potenziare;6.2;54;334.8;54;Û 160,95;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;35;107;9788873341871;Pagano MISSIONE-MAT e SCIENZE per iniziare;5.2;14;72.8;54;Û 35,00;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;40;108;9788873341888;Pagano MISSIONE-MAT e SCIENZE per progredire;5.2;16;83.2;54;Û 40,00;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;77.5;109;9788873341895;Pagano MISSIONE-MAT e SCIENZE per scoprire;5.2;31;161.2;54;Û 77,50;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;86.44;110;9788873341918;Pagano MISSIONE-MAT e SCIENZE per potenziare;6.2;29;179.8;54;Û 86,44;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;84.81;111;9788873341925;Lancetti MISSIONE-STORIA GEOGRAFIA per iniziare;4.2;42;176.4;54;Û 84,81;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;2.02;112;9788873341932;Lancetti MISSIONE-STORIA GEOGRAFIA per progredire;4.2;1;4.2;54;Û 2,02;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;41.11;113;9788873341949;Lancetti MISSIONE-STORIA GEOGRAFIA per scoprire;4.5;19;85.5;54;Û 41,11;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;80;114;9788873341956;Negri MISSIONE-STORIA GEOGRAFIA approfondire;5.2;32;166.4;54;Û 80,00;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;107.49;115;9788873341963;Negri MISSIONE-STORIA GEOGRAFIA potenziare;5.2;43;223.6;54;Û 107,49;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;34.62;116;9788873341970;Zucchi ORTOGRAFIA PASSO PASSO;8;9;72;54;Û 34,62;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;5.29;117;9788873342670;aa.vv. SCRIVERE PASSO PASSO_IL CORSIVO;5.5;2;11;54;Û 5,29;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;63.46;118;9788873342687;aa.vv. SCRIVERE PASSO PASSO_STAMPATO MAIUSCOLO;5.5;24;132;54;Û 63,46;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;103.85;119;9788873342311;aa.vv. LA MIA GUIDAGENDA 2-vol. A;20;10;200;50;Û 103,85;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;23.37;120;9788873342328;aa.vv. LA MIA GUIDAGENDA 2-vol. B;15;3;45;50;Û 23,37;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;186.91;121;9788873342366;aa.vv. LA MIA GUIDAGENDA 4-vol. B;20;18;360;50;Û 186,91;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;233.64;122;9788873342373;aa.vv. LA MIA GUIDAGENDA 5-vol. A;25;18;450;50;Û 233,64;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;41.54;123;9788873342380;aa.vv. LA MIA GUIDAGENDA 5-vol. B;20;4;80;50;Û 41,54;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;2.9;124;9788873346968;aa.vv. CHE IDEA! IL METODO CL. 1 (2018);3.59;1;3.59;20;Û 2,90;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;1.51;125;9788873346975;aa.vv. CHE IDEA! LA LETTURA CL. 1 (2018);1.87;1;1.87;20;Û 1,51;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;2.96;126;9788873346982;aa.vv. CHE IDEA! LE DISCIPLINE CL. 1 (2018);3.67;1;3.67;20;Û 2,96;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;0.98;127;9788873346999;aa.vv. CHE IDEA! IL QUADERNO CL. 1 (2018);1.21;1;1.21;20;Û 0,98;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;1.58;128;9788873347002;aa.vv. CHE IDEA! LA SCRITTURA CL. 1 (2018);1.96;1;1.96;20;Û 1,58;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;24.04;129;9788873346661;aa.vv. CHE IDEA! LA LETTURA CL. 2;4.96;6;29.76;20;Û 24,04;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;16.34;130;9788873346678;aa.vv. CHE IDEA! GRAMMATICA CL. 2;2.89;7;20.23;20;Û 16,34;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;6.72;131;9788873346692;aa.vv. CHE IDEA! IL QUADERNO CL. 2;2.08;4;8.32;20;Û 6,72;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;72.13;132;9788873346715;aa.vv. CHE IDEA! LA LETTURA CL. 3;6.38;14;89.32;20;Û 72,13;74
Gaia Scuola;Nota di accredito;337/N;30/12/22;19045.21;49.79;133;9788873346722;aa.vv. CHE IDEA! GRAMMATICA CL. 3;4.11;15;61.65;20;Û 49,79;74
