Fornitore;TipoDocumento;NumeroDocumento;Data;ImportoTotale;TotNetto;Riga;Cod.articolo;Descrizione;Prezzo Unit.;Quantita;TotLordo;Sconti;Tot. Netto;Iva
Gaia;Nota di accredito;347/N;30/06/22;18126.2;98.65;24;9788873340508;aa.vv. LAB. MATEMATICA + PERCORSO 2¡ LIV.;38;5;190;50;Û 98,65;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;31.2;25;9788873340614;Valerio COME Si scrive PER INIZIARE;5.9;11;64.9;54;Û 31,20;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;17.02;26;9788873340621;Valerio COME Si scrive PER PROGREDIRE;5.9;6;35.4;54;Û 17,02;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;14.18;27;9788873340645;Valerio COME Si scrive PER APPROFONDIRE;5.9;5;29.5;54;Û 14,18;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;60.58;28;9788873340669;Gandolfi CON PAROLE MIE;14;9;126;54;Û 60,58;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;6.75;29;9788873340683;aa.vv. RISORSE-IMPARO CON L'ARTEsegno e disegno;6.5;2;13;50;Û 6,75;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;19.99;30;9788873340706;aa.vv. RISORSE-ALLE ORIGINI DELLA MUSICA;5.5;7;38.5;50;Û 19,99;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;8.57;31;9788873340713;aa.vv. RISORSE-PRIMA POESIA;5.5;3;16.5;50;Û 8,57;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;6.75;32;9788873340720;aa.vv. RISORSE-IMPARO CON L'ARTE il colore;6.5;2;13;50;Û 6,75;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;14.28;33;9788873340744;aa.vv. RISORSE-FACCIAMO TEATRO le ombre;5.5;5;27.5;50;Û 14,28;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;51.92;34;9788873340829;aa.vv. LAB. MATEMATICA + PERCORSO 3¡ LIV.;25;4;100;50;Û 51,92;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;17.02;35;9788873340836;Pagano COME Si conta PER INIZIARE;5.9;6;35.4;54;Û 17,02;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;22.69;36;9788873340843;Pagano COME Si conta PER PROGREDIRE;5.9;8;47.2;54;Û 22,69;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;19.86;37;9788873340867;Pagano COME Si conta PER APPROFONDIRE;5.9;7;41.3;54;Û 19,86;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;5.71;38;9788873340881;aa.vv. RISORSE-VIVERE IN MESOPOTAMIA;5.5;2;11;50;Û 5,71;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;8.57;39;9788873340898;aa.vv. RISORSE-LA SCATOLA DELLE MERAVIGLIE;5.5;3;16.5;50;Û 8,57;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;5.71;40;9788873340911;aa.vv. RISORSE-PAROLE IN FORMA DI POESIA;5.5;2;11;50;Û 5,71;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;11.78;41;9788873340980;Kipling BRUCHI-STORIE ELEFANTE E CAMMELLO;4.9;5;24.5;54;Û 11,78;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;11.78;42;9788873340997;Esopo BRUCHI-FAVOLE A CATENA;4.9;5;24.5;54;Û 11,78;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;11.78;43;9788873341000;Giacone BRUCHI-MITI E LEGGENDE Origini del Mondo;4.9;5;24.5;54;Û 11,78;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;7.07;44;9788873341017;Vamba BRUCHI-LE AVVENTURE DI GIAN BURRASCA;4.9;3;14.7;54;Û 7,07;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;11.78;45;9788873341024;Defoe BRUCHI-L'ISOLA DI ROBINSON;4.9;5;24.5;54;Û 11,78;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;5.71;46;9788873341048;Ventrella PER COMINCIARE;5.5;2;11;50;Û 5,71;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;66.2;47;9788873341055;Ventrella IMPARO L'ITALIANO Libro A;8.5;15;127.5;50;Û 66,20;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;44.13;48;9788873341062;Ventrella IMPARO L'ITALIANO Libro B;8.5;10;85;50;Û 44,13;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;66.2;49;9788873341079;Ventrella IMPARO LA MATEMATICA Libro A;8.5;15;127.5;50;Û 66,20;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;44.13;50;9788873341086;Ventrella IMPARO LA MATEMATICA Libro B;8.5;10;85;50;Û 44,13;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;18.69;51;9788873341093;Ventrella IMPARARE FACILE - P.E.I. e appr.predisc.;18;2;36;50;Û 18,69;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;77.88;52;9788873341109;Ventrella IMPARARE FACILE - Lingua italiana;30;5;150;50;Û 77,88;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;93.46;53;9788873341116;Ventrella IMPARARE FACILE - Matematica;30;6;180;50;Û 93,46;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;103.85;54;9788873341123;aa.vv. GUIDAGENDA cl 1¡- Lo schedario operativo;50;4;200;50;Û 103,85;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;51.4;55;9788873341130;aa.vv. GUIDAGENDA cl 1¡- Il diario settimanale;33;3;99;50;Û 51,40;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;5.71;56;9788873341147;aa.vv. RISORSE-PRIMI NUMERI E CALCOLI;5.5;2;11;50;Û 5,71;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;7.21;57;9788873341161;Valerio 10 AMICI E TANTE STORIE- PRIME LETTURE;3;5;15;54;Û 7,21;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;22.5;58;9788873341192;aa.vv. 10 AMICI E UN'AVVENTURA - PER SCOPRIRE;7.8;6;46.8;54;Û 22,50;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;77.88;59;9788873341239;aa.vv. GUIDAGENDA cl 2¡- Lo schedario operativo;50;3;150;50;Û 77,88;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;51.4;60;9788873341246;aa.vv. GUIDAGENDA cl 2¡- Il diario settimanale;33;3;99;50;Û 51,40;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;51.4;61;9788873341260;aa.vv. GUIDAGENDA cl 3¡- Il diario settimanale;33;3;99;50;Û 51,40;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;24.4;62;9788873341277;Gandolfi VALUTAZIONE scuola primaria;23.5;2;47;50;Û 24,40;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;63;9788873341284;aa.vv. AGENDA MOLESKINE;0.01;75;0.75;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;41.54;64;9788873341444;aa.vv. GUIDAGENDA cl 4¡- Schedario operativo A;40;2;80;50;Û 41,54;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;62.31;65;9788873341451;aa.vv. GUIDAGENDA cl 4¡- Schedario operativo B;30;4;120;50;Û 62,31;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;114.24;66;9788873341468;aa.vv. GUIDAGENDA cl 4¡ - Il diario settimanale;44;5;220;50;Û 114,24;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;13.5;67;9788873341482;aa.vv. LA CICALA E LA FORMICA 2;13;2;26;50;Û 13,50;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;13.5;68;9788873341499;aa.vv. LA CICALA E LA FORMICA 3;13;2;26;50;Û 13,50;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;27;69;9788873341505;aa.vv. LA CICALA E LA FORMICA 4;13;4;52;50;Û 27,00;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;27;70;9788873341512;aa.vv. LA CICALA E LA FORMICA 5;13;4;52;50;Û 27,00;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;14.28;71;9788873341529;aa.vv. RISORSE-LA STORIA PERSONALE;5.5;5;27.5;50;Û 14,28;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;6.75;72;9788873341536;aa.vv. RISORSE-ARTE e ARTISTI Wassily Kandinsky;6.5;2;13;50;Û 6,75;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;14.28;73;9788873341567;aa.vv. RISORSE-ALIMENTAZIONE;5.5;5;27.5;50;Û 14,28;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;2.08;74;9788873341581;aa.vv. COMPITI PER L'ESTATE-ITALIANO 1+narr.;4;1;4;50;Û 2,08;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;4.15;75;9788873341598;aa.vv. COMPITI PER L'ESTATE-ITALIANO 2+narr.;4;2;8;50;Û 4,15;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;4.15;76;9788873341604;aa.vv. COMPITI PER L'ESTATE-ITALIANO 3+narr.;4;2;8;50;Û 4,15;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;10.38;77;9788873341611;aa.vv. COMPITI PER L'ESTATE-ITALIANO 4+narr.;4;5;20;50;Û 10,38;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;2.08;78;9788873341628;aa.vv. COMPITI PER L'ESTATE-MATEMATICA 1+narr.;4;1;4;50;Û 2,08;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;6.23;79;9788873341635;aa.vv. COMPITI PER L'ESTATE-MATEMATICA 2+narr.;4;3;12;50;Û 6,23;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;35.31;80;9788873341659;aa.vv. COMPITI PER L'ESTATE-MATEMATICA 4+narr.;4;17;68;50;Û 35,31;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0.26;81;9788873341703;aa.vv. BAOBAB 1 cartellina;0.5;1;0.5;50;Û 0,26;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;62.31;82;9788873341758;aa.vv. GUIDAGENDA cl 5¡- Schedario operativo A;40;3;120;50;Û 62,31;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;62.31;83;9788873341765;aa.vv. GUIDAGENDA cl 5¡- Schedario operativo B;30;4;120;50;Û 62,31;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;91.38;84;9788873341772;aa.vv. GUIDAGENDA cl 5¡ - Il diario settimanale;44;4;176;50;Û 91,38;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;125.01;85;9788873341826;Valerio MISSIONE-ITALIANO per iniziare;5.2;50;260;54;Û 125,01;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;5;86;9788873341840;Valerio MISSIONE-ITALIANO per scoprire;5.2;2;10.4;54;Û 5,00;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;160.95;87;9788873341864;Papeschi MISSIONE-ITALIANO per potenziare;6.2;54;334.8;54;Û 160,95;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;35;88;9788873341871;Pagano MISSIONE-MAT e SCIENZE per iniziare;5.2;14;72.8;54;Û 35,00;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;40;89;9788873341888;Pagano MISSIONE-MAT e SCIENZE per progredire;5.2;16;83.2;54;Û 40,00;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;77.5;90;9788873341895;Pagano MISSIONE-MAT e SCIENZE per scoprire;5.2;31;161.2;54;Û 77,50;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;86.44;91;9788873341918;Pagano MISSIONE-MAT e SCIENZE per potenziare;6.2;29;179.8;54;Û 86,44;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;84.81;92;9788873341925;Lancetti MISSIONE-STORIA GEOGRAFIA per iniziare;4.2;42;176.4;54;Û 84,81;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;2.02;93;9788873341932;Lancetti MISSIONE-STORIA GEOGRAFIA per progredire;4.2;1;4.2;54;Û 2,02;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;41.11;94;9788873341949;Lancetti MISSIONE-STORIA GEOGRAFIA per scoprire;4.5;19;85.5;54;Û 41,11;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;80;95;9788873341956;Negri MISSIONE-STORIA GEOGRAFIA approfondire;5.2;32;166.4;54;Û 80,00;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;107.49;96;9788873341963;Negri MISSIONE-STORIA GEOGRAFIA potenziare;5.2;43;223.6;54;Û 107,49;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;34.62;97;9788873341970;Zucchi ORTOGRAFIA PASSO PASSO;8;9;72;54;Û 34,62;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;72.69;98;9788873342106;Ventrella IMPARARE FACILE - Matematica 2¡ liv.;35;4;140;50;Û 72,69;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;26.48;99;9788873342113;Ventrella IMPARO LA MATEMATICA Libro C;8.5;6;51;50;Û 26,48;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;31.15;100;9788873342120;Ventrella IMPARO LA MATEMATICA Libro D;7.5;8;60;50;Û 31,15;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;31.15;101;9788873342137;Ventrella IMPARO LA MATEMATICA Libro E;7.5;8;60;50;Û 31,15;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;6.75;102;9788873342144;aa.vv. RISORSE-DAL FROTTAGE ALLA STAMPA;6.5;2;13;50;Û 6,75;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;103.85;103;9788873342311;aa.vv. LA MIA GUIDAGENDA 2-vol. A;20;10;200;50;Û 103,85;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;23.37;104;9788873342328;aa.vv. LA MIA GUIDAGENDA 2-vol. B;15;3;45;50;Û 23,37;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;186.91;105;9788873342366;aa.vv. LA MIA GUIDAGENDA 4-vol. B;20;18;360;50;Û 186,91;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;233.64;106;9788873342373;aa.vv. LA MIA GUIDAGENDA 5-vol. A;25;18;450;50;Û 233,64;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;41.54;107;9788873342380;aa.vv. LA MIA GUIDAGENDA 5-vol. B;20;4;80;50;Û 41,54;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;41.54;108;9788873342625;aa.vv. GUIDAGENDA CLIL CL. 4;20;4;80;50;Û 41,54;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;4.15;109;9788873342649;Ventrella IMPARO L'ITALIANO Libro C;8;1;8;50;Û 4,15;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;77.88;110;9788873342663;Ventrella IMPARARE FACILE-Lingua Italiana 2¡ liv;30;5;150;50;Û 77,88;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;5.29;111;9788873342670;aa.vv. SCRIVERE PASSO PASSO_IL CORSIVO;5.5;2;11;54;Û 5,29;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;63.46;112;9788873342687;aa.vv. SCRIVERE PASSO PASSO_STAMPATO MAIUSCOLO;5.5;24;132;54;Û 63,46;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;155.78;113;9788873342694;Grenzi CAA_Guida didattica+quaderno;30;10;300;50;Û 155,78;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;31.15;114;9788873342724;aa.vv. GUIDAGENDA CLIL CL. 5;20;3;60;50;Û 31,15;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;5.19;115;9788873342731;aa.vv. RISORSE-LABORATORIO CITTADINANZA+quad;10;1;10;50;Û 5,19;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;1311.42;116;9788873342748;aa.vv. SOTTO QUESTO SOLE CL. 1 + narr;8.2;308;2525.6;50;Û 1.311,42;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;2001.19;117;9788873342755;aa.vv. SOTTO QUESTO SOLE CL. 2 + narr;8.2;470;3854;50;Û 2.001,19;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;1503.02;118;9788873342762;aa.vv. SOTTO QUESTO SOLE CL. 3 + narr;8.2;353;2894.6;50;Û 1.503,02;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;16.62;119;9788873342779;Ventrella IMPARARE FACILE-Lingua Italiana 3¡ liv.;32;1;32;50;Û 16,62;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;8.83;120;9788873342786;Ventrella IMPARO L'ITALIANO Libro E;8.5;2;17;50;Û 8,83;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;26.48;121;9788873342793;Ventrella IMPARO L'ITALIANO Libro F;8.5;6;51;50;Û 26,48;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;7.27;122;9788873342809;aa.vv. QUADERNO DELLA CITTADINANZA;3.5;4;14;50;Û 7,27;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;177.58;123;9788873342878;Grenzi CAA-Il mio primo quaderno;18;19;342;50;Û 177,58;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;1166.65;124;9788873342885;aa.vv. SOTTO QUESTO SOLE CL. 4 + narr;8.2;274;2246.8;50;Û 1.166,65;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;391.72;125;9788873343103;aa.vv. PASS SCUOLA SECONDARIA;8.2;92;754.4;50;Û 391,72;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;88.27;126;9788873343165;aa.vv. LA GUIDAGENDA - CODING;34;5;170;50;Û 88,27;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0.45;127;9788873347736;aa.vv. SCOPRIRE MI EMOZIONA-Diario delle Emoz.;0.56;1;0.56;20;Û 0,45;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;136.98;128;9788873348320;aa.vv. IMPARO MI DIVERTO CL.2_completo;16.96;10;169.6;20;Û 136,98;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;195.7;129;9788873348375;aa.vv. IMPARO MI DIVERTO CL.3_completo;24.23;10;242.3;20;Û 195,70;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;759.38;130;9788873348597;aa.vv. InvestigaTESTO CL. 4+ Insieme Mondo;15.67;60;940.2;20;Û 759,38;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;1352.4;131;9788873348917;aa.vv. VOCE TERRA PIU' CL.4 intero completo;19.47;86;1674.42;20;Û 1.352,40;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;132;9788873346302;aa.vv. POSTER SUSS. LINGUAGGI CL. 4;0.01;25;0.25;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;133;9788873346470;aa.vv. SUSSIDIARIO DISCIPLINE CL. 4_GUIDA CLIL;0.01;25;0.25;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;134;9788873346593;aa.vv. POSTER SUSS. DISCIPL. CL. 4_area matem;0.01;25;0.25;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;135;9788873346609;aa.vv. POSTER SUSS. DISCIPL. CL. 4_area antrop;0.01;25;0.25;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;136;9788873347552;aa.vv. IL MIO LIBRO FACILE cl. 4-Suss Discipl;0.01;25;0.25;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;137;9788873348436;aa.vv. LA VOCE DELLA TERRA cl. 4-Guida Storia;0.01;5;0.05;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;138;9788873348450;aa.vv. LA VOCE DELLA TERRA cl. 4-Guida Scienze;0.01;1;0.01;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;139;9788873348467;aa.vv. LA VOCE DELLA TERRA cl. 4-Guida Mate;0.01;2;0.02;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;140;9788873348528;aa.vv. PAROLA DI LIBRO! CL.4 - Guida;0.01;32;0.32;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;141;9788873348689;aa.vv. InvestigaTESTO cl.4 - Guida al testo;0.01;27;0.27;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;142;9788873349181;AA.VV. VOCE TERRAPIU' CL.4_Guida GEO;1;25;25;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;143;9788873349198;AA.VV. VOCE TERRAPIU' CL.4_Guida STORIA;1;25;25;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;144;9788873349204;AA.VV. VOCE TERRAPIU' CL.4_Guida SCIENZE;1;25;25;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;145;9788873349211;AA.VV. VOCE TERRAPIU' CL.4_Guida MATEMATICA;1;25;25;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;146;9788873347439;aa.vv. CALENDOMAPPE MATEMATICA;0.01;25;0.25;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;147;9788873347446;aa.vv. CALENDOMAPPE SCIENZE;0.01;25;0.25;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;32.79;148;9788873340300;Rampoldi IL CLUB DI LEONARDO PER POTENZIARE;6.2;11;68.2;54;Û 32,79;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;10.19;149;9788873340270;Rampoldi IL CLUB DI LEONARDO PER PROGREDIRE;5.3;4;21.2;54;Û 10,19;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;150;IMDIVCAR1;IMPARO E MI DIVERTO CL.1 (compl) *SAGGIO;0.01;36;0.36;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;151;INVACAR4;aa.vv. InvestigaTESTO CL.4+ Insieme *SAGGIO;0.01;60;0.6;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;152;VOCECAR4;aa.vv. LA VOCE DELLA TERRA CL.4 (compl) *SAGGIO;0.01;96;0.96;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;0;153;PALICAR4;aa.vv. PAROLA DI LIBRO! CL.4 (compl) *SAGGIO;0.01;60;0.6;99.99;;74
Gaia;Nota di accredito;347/N;30/06/22;18126.2;11.42;154;9788873340447;aa.vv. PAROLE PER IL MONDO - TUTTI A SCUOLA;5.5;4;22;50;Û 11,42;74
